,Period,HomeCountry,Commune,Gender,Population
44861,2023Q4,Tajikistan,Haderslev,Women,0
44862,2023Q4,Tajikistan,Kolding,Men,0
44863,2023Q4,Tajikistan,Kolding,Women,0
44864,2023Q4,Tajikistan,Sønderborg,Men,0
44865,2023Q4,Tajikistan,Sønderborg,Women,0
44866,2023Q4,Tajikistan,Tønder,Men,0
44867,2023Q4,Tajikistan,Tønder,Women,0
44868,2023Q4,Tajikistan,Varde,Men,0
44869,2023Q4,Tajikistan,Varde,Women,1
44870,2023Q4,Tajikistan,Vejen,Men,0
44871,2023Q4,Tajikistan,Vejen,Women,0
44872,2023Q4,Tajikistan,Vejle,Men,0
44873,2023Q4,Tajikistan,Vejle,Women,0
44874,2023Q4,Tajikistan,Aabenraa,Men,0
44875,2023Q4,Tajikistan,Aabenraa,Women,2
44876,2023Q4,Tajikistan,Region Midtjylland,Men,11
44877,2023Q4,Tajikistan,Region Midtjylland,Women,11
44878,2023Q4,Tajikistan,Favrskov,Men,0
44879,2023Q4,Tajikistan,Favrskov,Women,0
44880,2023Q4,Tajikistan,Hedensted,Men,0
44881,2023Q4,Tajikistan,Hedensted,Women,0
44882,2023Q4,Tajikistan,Horsens,Men,2
44883,2023Q4,Tajikistan,Horsens,Women,0
44884,2023Q4,Tajikistan,Norddjurs,Men,0
44885,2023Q4,Tajikistan,Norddjurs,Women,0
44886,2023Q4,Tajikistan,Odder,Men,0
44887,2023Q4,Tajikistan,Odder,Women,0
44888,2023Q4,Tajikistan,Randers,Men,2
44889,2023Q4,Tajikistan,Randers,Women,1
44890,2023Q4,Tajikistan,Samsø,Men,0
44891,2023Q4,Tajikistan,Samsø,Women,0
44892,2023Q4,Tajikistan,Silkeborg,Men,3
44893,2023Q4,Tajikistan,Silkeborg,Women,2
44894,2023Q4,Tajikistan,Skanderborg,Men,0
44895,2023Q4,Tajikistan,Skanderborg,Women,2
44896,2023Q4,Tajikistan,Syddjurs,Men,1
44897,2023Q4,Tajikistan,Syddjurs,Women,1
44898,2023Q4,Tajikistan,Aarhus,Men,2
44899,2023Q4,Tajikistan,Aarhus,Women,3
44900,2023Q4,Tajikistan,Herning,Men,0
44901,2023Q4,Tajikistan,Herning,Women,0
44902,2023Q4,Tajikistan,Holstebro,Men,0
44903,2023Q4,Tajikistan,Holstebro,Women,0
44904,2023Q4,Tajikistan,Ikast-Brande,Men,0
44905,2023Q4,Tajikistan,Ikast-Brande,Women,1
44906,2023Q4,Tajikistan,Lemvig,Men,0
44907,2023Q4,Tajikistan,Lemvig,Women,0
44908,2023Q4,Tajikistan,Ringkøbing-Skjern,Men,1
44909,2023Q4,Tajikistan,Ringkøbing-Skjern,Women,1
44910,2023Q4,Tajikistan,Skive,Men,0
44911,2023Q4,Tajikistan,Skive,Women,0
44912,2023Q4,Tajikistan,Struer,Men,0
44913,2023Q4,Tajikistan,Struer,Women,0
44914,2023Q4,Tajikistan,Viborg,Men,0
44915,2023Q4,Tajikistan,Viborg,Women,0
44916,2023Q4,Tajikistan,Region Nordjylland,Men,4
44917,2023Q4,Tajikistan,Region Nordjylland,Women,11
44918,2023Q4,Tajikistan,Brønderslev,Men,0
44919,2023Q4,Tajikistan,Brønderslev,Women,0
44920,2023Q4,Tajikistan,Frederikshavn,Men,2
44921,2023Q4,Tajikistan,Frederikshavn,Women,1
44922,2023Q4,Tajikistan,Hjørring,Men,0
44923,2023Q4,Tajikistan,Hjørring,Women,2
44924,2023Q4,Tajikistan,Jammerbugt,Men,2
44925,2023Q4,Tajikistan,Jammerbugt,Women,2
44926,2023Q4,Tajikistan,Læsø,Men,0
44927,2023Q4,Tajikistan,Læsø,Women,0
44928,2023Q4,Tajikistan,Mariagerfjord,Men,0
44929,2023Q4,Tajikistan,Mariagerfjord,Women,1
44930,2023Q4,Tajikistan,Morsø,Men,0
44931,2023Q4,Tajikistan,Morsø,Women,0
44932,2023Q4,Tajikistan,Rebild,Men,0
44933,2023Q4,Tajikistan,Rebild,Women,0
44934,2023Q4,Tajikistan,Thisted,Men,0
44935,2023Q4,Tajikistan,Thisted,Women,0
44936,2023Q4,Tajikistan,Vesthimmerlands,Men,0
44937,2023Q4,Tajikistan,Vesthimmerlands,Women,0
44938,2023Q4,Tajikistan,Aalborg,Men,0
44939,2023Q4,Tajikistan,Aalborg,Women,5
44940,2023Q4,Taiwan,All Denmark,Men,173
44941,2023Q4,Taiwan,All Denmark,Women,415
44942,2023Q4,Taiwan,Region Hovedstaden,Men,128
44943,2023Q4,Taiwan,Region Hovedstaden,Women,283
44944,2023Q4,Taiwan,Copenhagen,Men,82
44945,2023Q4,Taiwan,Copenhagen,Women,146
44946,2023Q4,Taiwan,Frederiksberg,Men,10
44947,2023Q4,Taiwan,Frederiksberg,Women,31
44948,2023Q4,Taiwan,Dragør,Men,0
44949,2023Q4,Taiwan,Dragør,Women,1
44950,2023Q4,Taiwan,Tårnby,Men,0
44951,2023Q4,Taiwan,Tårnby,Women,1
44952,2023Q4,Taiwan,Albertslund,Men,0
44953,2023Q4,Taiwan,Albertslund,Women,1
44954,2023Q4,Taiwan,Ballerup,Men,0
44955,2023Q4,Taiwan,Ballerup,Women,7
44956,2023Q4,Taiwan,Brøndby,Men,0
44957,2023Q4,Taiwan,Brøndby,Women,3
44958,2023Q4,Taiwan,Gentofte,Men,9
44959,2023Q4,Taiwan,Gentofte,Women,16
44960,2023Q4,Taiwan,Gladsaxe,Men,6
44961,2023Q4,Taiwan,Gladsaxe,Women,6
44962,2023Q4,Taiwan,Glostrup,Men,0
44963,2023Q4,Taiwan,Glostrup,Women,3
44964,2023Q4,Taiwan,Herlev,Men,2
44965,2023Q4,Taiwan,Herlev,Women,2
44966,2023Q4,Taiwan,Hvidovre,Men,2
44967,2023Q4,Taiwan,Hvidovre,Women,5
44968,2023Q4,Taiwan,Høje-Taastrup,Men,0
44969,2023Q4,Taiwan,Høje-Taastrup,Women,5
44970,2023Q4,Taiwan,Ishøj,Men,1
44971,2023Q4,Taiwan,Ishøj,Women,0
44972,2023Q4,Taiwan,Lyngby-Taarbæk,Men,11
44973,2023Q4,Taiwan,Lyngby-Taarbæk,Women,14
44974,2023Q4,Taiwan,Rødovre,Men,0
44975,2023Q4,Taiwan,Rødovre,Women,4
44976,2023Q4,Taiwan,Vallensbæk,Men,0
44977,2023Q4,Taiwan,Vallensbæk,Women,1
44978,2023Q4,Taiwan,Allerød,Men,1
44979,2023Q4,Taiwan,Allerød,Women,4
44980,2023Q4,Taiwan,Egedal,Men,0
44981,2023Q4,Taiwan,Egedal,Women,7
44982,2023Q4,Taiwan,Fredensborg,Men,0
44983,2023Q4,Taiwan,Fredensborg,Women,2
44984,2023Q4,Taiwan,Frederikssund,Men,0
44985,2023Q4,Taiwan,Frederikssund,Women,1
44986,2023Q4,Taiwan,Furesø,Men,1
44987,2023Q4,Taiwan,Furesø,Women,5
44988,2023Q4,Taiwan,Gribskov,Men,0
44989,2023Q4,Taiwan,Gribskov,Women,1
44990,2023Q4,Taiwan,Halsnæs,Men,0
44991,2023Q4,Taiwan,Halsnæs,Women,3
44992,2023Q4,Taiwan,Helsingør,Men,0
44993,2023Q4,Taiwan,Helsingør,Women,1
44994,2023Q4,Taiwan,Hillerød,Men,0
44995,2023Q4,Taiwan,Hillerød,Women,3
44996,2023Q4,Taiwan,Hørsholm,Men,0
44997,2023Q4,Taiwan,Hørsholm,Women,2
44998,2023Q4,Taiwan,Rudersdal,Men,3
44999,2023Q4,Taiwan,Rudersdal,Women,6
45000,2023Q4,Taiwan,Bornholm,Men,0
45001,2023Q4,Taiwan,Bornholm,Women,2
45002,2023Q4,Taiwan,Christiansø,Men,0
45003,2023Q4,Taiwan,Christiansø,Women,0
45004,2023Q4,Taiwan,Region Sjælland,Men,3
45005,2023Q4,Taiwan,Region Sjælland,Women,27
45006,2023Q4,Taiwan,Greve,Men,0
45007,2023Q4,Taiwan,Greve,Women,1
45008,2023Q4,Taiwan,Køge,Men,0
45009,2023Q4,Taiwan,Køge,Women,2
45010,2023Q4,Taiwan,Lejre,Men,0
45011,2023Q4,Taiwan,Lejre,Women,1
45012,2023Q4,Taiwan,Roskilde,Men,1
45013,2023Q4,Taiwan,Roskilde,Women,6
45014,2023Q4,Taiwan,Solrød,Men,0
45015,2023Q4,Taiwan,Solrød,Women,1
45016,2023Q4,Taiwan,Faxe,Men,0
45017,2023Q4,Taiwan,Faxe,Women,0
45018,2023Q4,Taiwan,Guldborgsund,Men,0
45019,2023Q4,Taiwan,Guldborgsund,Women,0
45020,2023Q4,Taiwan,Holbæk,Men,0
45021,2023Q4,Taiwan,Holbæk,Women,3
45022,2023Q4,Taiwan,Kalundborg,Men,0
45023,2023Q4,Taiwan,Kalundborg,Women,2
45024,2023Q4,Taiwan,Lolland,Men,0
45025,2023Q4,Taiwan,Lolland,Women,2
45026,2023Q4,Taiwan,Næstved,Men,0
45027,2023Q4,Taiwan,Næstved,Women,0
45028,2023Q4,Taiwan,Odsherred,Men,0
45029,2023Q4,Taiwan,Odsherred,Women,1
45030,2023Q4,Taiwan,Ringsted,Men,0
45031,2023Q4,Taiwan,Ringsted,Women,1
45032,2023Q4,Taiwan,Slagelse,Men,0
45033,2023Q4,Taiwan,Slagelse,Women,2
45034,2023Q4,Taiwan,Sorø,Men,0
45035,2023Q4,Taiwan,Sorø,Women,2
45036,2023Q4,Taiwan,Stevns,Men,1
45037,2023Q4,Taiwan,Stevns,Women,1
45038,2023Q4,Taiwan,Vordingborg,Men,1
45039,2023Q4,Taiwan,Vordingborg,Women,2
45040,2023Q4,Taiwan,Region Syddanmark,Men,22
45041,2023Q4,Taiwan,Region Syddanmark,Women,48
45042,2023Q4,Taiwan,Assens,Men,0
45043,2023Q4,Taiwan,Assens,Women,1
45044,2023Q4,Taiwan,Faaborg-Midtfyn,Men,0
45045,2023Q4,Taiwan,Faaborg-Midtfyn,Women,0
45046,2023Q4,Taiwan,Kerteminde,Men,0
45047,2023Q4,Taiwan,Kerteminde,Women,0
45048,2023Q4,Taiwan,Langeland,Men,0
45049,2023Q4,Taiwan,Langeland,Women,0
45050,2023Q4,Taiwan,Middelfart,Men,0
45051,2023Q4,Taiwan,Middelfart,Women,2
45052,2023Q4,Taiwan,Nordfyns,Men,0
45053,2023Q4,Taiwan,Nordfyns,Women,0
45054,2023Q4,Taiwan,Nyborg,Men,0
45055,2023Q4,Taiwan,Nyborg,Women,0
45056,2023Q4,Taiwan,Odense,Men,10
45057,2023Q4,Taiwan,Odense,Women,15
45058,2023Q4,Taiwan,Svendborg,Men,0
45059,2023Q4,Taiwan,Svendborg,Women,4
45060,2023Q4,Taiwan,Ærø,Men,0
45061,2023Q4,Taiwan,Ærø,Women,0
45062,2023Q4,Taiwan,Billund,Men,4
45063,2023Q4,Taiwan,Billund,Women,6
45064,2023Q4,Taiwan,Esbjerg,Men,2
45065,2023Q4,Taiwan,Esbjerg,Women,1
45066,2023Q4,Taiwan,Fanø,Men,0
45067,2023Q4,Taiwan,Fanø,Women,0
45068,2023Q4,Taiwan,Fredericia,Men,0
45069,2023Q4,Taiwan,Fredericia,Women,1
45070,2023Q4,Taiwan,Haderslev,Men,0
45071,2023Q4,Taiwan,Haderslev,Women,0
45072,2023Q4,Taiwan,Kolding,Men,1
45073,2023Q4,Taiwan,Kolding,Women,3
45074,2023Q4,Taiwan,Sønderborg,Men,0
45075,2023Q4,Taiwan,Sønderborg,Women,3
45076,2023Q4,Taiwan,Tønder,Men,0
45077,2023Q4,Taiwan,Tønder,Women,1
45078,2023Q4,Taiwan,Varde,Men,0
45079,2023Q4,Taiwan,Varde,Women,0
45080,2023Q4,Taiwan,Vejen,Men,0
45081,2023Q4,Taiwan,Vejen,Women,0
45082,2023Q4,Taiwan,Vejle,Men,5
45083,2023Q4,Taiwan,Vejle,Women,9
45084,2023Q4,Taiwan,Aabenraa,Men,0
45085,2023Q4,Taiwan,Aabenraa,Women,2
45086,2023Q4,Taiwan,Region Midtjylland,Men,15
45087,2023Q4,Taiwan,Region Midtjylland,Women,46
45088,2023Q4,Taiwan,Favrskov,Men,1
45089,2023Q4,Taiwan,Favrskov,Women,3
45090,2023Q4,Taiwan,Hedensted,Men,0
45091,2023Q4,Taiwan,Hedensted,Women,2
45092,2023Q4,Taiwan,Horsens,Men,0
45093,2023Q4,Taiwan,Horsens,Women,4
45094,2023Q4,Taiwan,Norddjurs,Men,0
45095,2023Q4,Taiwan,Norddjurs,Women,0
45096,2023Q4,Taiwan,Odder,Men,0
45097,2023Q4,Taiwan,Odder,Women,2
45098,2023Q4,Taiwan,Randers,Men,0
45099,2023Q4,Taiwan,Randers,Women,0
45100,2023Q4,Taiwan,Samsø,Men,0
45101,2023Q4,Taiwan,Samsø,Women,0
45102,2023Q4,Taiwan,Silkeborg,Men,0
45103,2023Q4,Taiwan,Silkeborg,Women,1
45104,2023Q4,Taiwan,Skanderborg,Men,1
45105,2023Q4,Taiwan,Skanderborg,Women,1
45106,2023Q4,Taiwan,Syddjurs,Men,0
45107,2023Q4,Taiwan,Syddjurs,Women,0
45108,2023Q4,Taiwan,Aarhus,Men,11
45109,2023Q4,Taiwan,Aarhus,Women,26
45110,2023Q4,Taiwan,Herning,Men,0
45111,2023Q4,Taiwan,Herning,Women,0
45112,2023Q4,Taiwan,Holstebro,Men,0
45113,2023Q4,Taiwan,Holstebro,Women,0
45114,2023Q4,Taiwan,Ikast-Brande,Men,1
45115,2023Q4,Taiwan,Ikast-Brande,Women,3
45116,2023Q4,Taiwan,Lemvig,Men,0
45117,2023Q4,Taiwan,Lemvig,Women,0
45118,2023Q4,Taiwan,Ringkøbing-Skjern,Men,0
45119,2023Q4,Taiwan,Ringkøbing-Skjern,Women,0
45120,2023Q4,Taiwan,Skive,Men,0
45121,2023Q4,Taiwan,Skive,Women,1
45122,2023Q4,Taiwan,Struer,Men,0
45123,2023Q4,Taiwan,Struer,Women,0
45124,2023Q4,Taiwan,Viborg,Men,1
45125,2023Q4,Taiwan,Viborg,Women,3
45126,2023Q4,Taiwan,Region Nordjylland,Men,5
45127,2023Q4,Taiwan,Region Nordjylland,Women,11
45128,2023Q4,Taiwan,Brønderslev,Men,0
45129,2023Q4,Taiwan,Brønderslev,Women,0
45130,2023Q4,Taiwan,Frederikshavn,Men,0
45131,2023Q4,Taiwan,Frederikshavn,Women,1
45132,2023Q4,Taiwan,Hjørring,Men,0
45133,2023Q4,Taiwan,Hjørring,Women,4
45134,2023Q4,Taiwan,Jammerbugt,Men,0
45135,2023Q4,Taiwan,Jammerbugt,Women,0
45136,2023Q4,Taiwan,Læsø,Men,0
45137,2023Q4,Taiwan,Læsø,Women,1
45138,2023Q4,Taiwan,Mariagerfjord,Men,0
45139,2023Q4,Taiwan,Mariagerfjord,Women,1
45140,2023Q4,Taiwan,Morsø,Men,0
45141,2023Q4,Taiwan,Morsø,Women,1
45142,2023Q4,Taiwan,Rebild,Men,0
45143,2023Q4,Taiwan,Rebild,Women,0
45144,2023Q4,Taiwan,Thisted,Men,0
45145,2023Q4,Taiwan,Thisted,Women,0
45146,2023Q4,Taiwan,Vesthimmerlands,Men,0
45147,2023Q4,Taiwan,Vesthimmerlands,Women,0
45148,2023Q4,Taiwan,Aalborg,Men,5
45149,2023Q4,Taiwan,Aalborg,Women,3
45150,2023Q4,Thailand,All Denmark,Men,2441
45151,2023Q4,Thailand,All Denmark,Women,11428
45152,2023Q4,Thailand,Region Hovedstaden,Men,1089
45153,2023Q4,Thailand,Region Hovedstaden,Women,4324
45154,2023Q4,Thailand,Copenhagen,Men,506
45155,2023Q4,Thailand,Copenhagen,Women,1574
45156,2023Q4,Thailand,Frederiksberg,Men,40
45157,2023Q4,Thailand,Frederiksberg,Women,230
45158,2023Q4,Thailand,Dragør,Men,11
45159,2023Q4,Thailand,Dragør,Women,30
45160,2023Q4,Thailand,Tårnby,Men,32
45161,2023Q4,Thailand,Tårnby,Women,159
45162,2023Q4,Thailand,Albertslund,Men,8
45163,2023Q4,Thailand,Albertslund,Women,43
45164,2023Q4,Thailand,Ballerup,Men,14
45165,2023Q4,Thailand,Ballerup,Women,102
45166,2023Q4,Thailand,Brøndby,Men,22
45167,2023Q4,Thailand,Brøndby,Women,107
45168,2023Q4,Thailand,Gentofte,Men,29
45169,2023Q4,Thailand,Gentofte,Women,130
45170,2023Q4,Thailand,Gladsaxe,Men,35
45171,2023Q4,Thailand,Gladsaxe,Women,181
45172,2023Q4,Thailand,Glostrup,Men,15
45173,2023Q4,Thailand,Glostrup,Women,60
45174,2023Q4,Thailand,Herlev,Men,16
45175,2023Q4,Thailand,Herlev,Women,55
45176,2023Q4,Thailand,Hvidovre,Men,37
45177,2023Q4,Thailand,Hvidovre,Women,163
45178,2023Q4,Thailand,Høje-Taastrup,Men,40
45179,2023Q4,Thailand,Høje-Taastrup,Women,130
45180,2023Q4,Thailand,Ishøj,Men,15
45181,2023Q4,Thailand,Ishøj,Women,67
45182,2023Q4,Thailand,Lyngby-Taarbæk,Men,23
45183,2023Q4,Thailand,Lyngby-Taarbæk,Women,102
45184,2023Q4,Thailand,Rødovre,Men,28
45185,2023Q4,Thailand,Rødovre,Women,155
45186,2023Q4,Thailand,Vallensbæk,Men,16
45187,2023Q4,Thailand,Vallensbæk,Women,46
45188,2023Q4,Thailand,Allerød,Men,6
45189,2023Q4,Thailand,Allerød,Women,48
45190,2023Q4,Thailand,Egedal,Men,22
45191,2023Q4,Thailand,Egedal,Women,71
45192,2023Q4,Thailand,Fredensborg,Men,10
45193,2023Q4,Thailand,Fredensborg,Women,77
45194,2023Q4,Thailand,Frederikssund,Men,9
45195,2023Q4,Thailand,Frederikssund,Women,87
45196,2023Q4,Thailand,Furesø,Men,7
45197,2023Q4,Thailand,Furesø,Women,75
45198,2023Q4,Thailand,Gribskov,Men,19
45199,2023Q4,Thailand,Gribskov,Women,119
45200,2023Q4,Thailand,Halsnæs,Men,14
45201,2023Q4,Thailand,Halsnæs,Women,75
45202,2023Q4,Thailand,Helsingør,Men,47
45203,2023Q4,Thailand,Helsingør,Women,130
45204,2023Q4,Thailand,Hillerød,Men,15
45205,2023Q4,Thailand,Hillerød,Women,96
45206,2023Q4,Thailand,Hørsholm,Men,14
45207,2023Q4,Thailand,Hørsholm,Women,51
45208,2023Q4,Thailand,Rudersdal,Men,32
45209,2023Q4,Thailand,Rudersdal,Women,79
45210,2023Q4,Thailand,Bornholm,Men,7
45211,2023Q4,Thailand,Bornholm,Women,81
45212,2023Q4,Thailand,Christiansø,Men,0
45213,2023Q4,Thailand,Christiansø,Women,1
45214,2023Q4,Thailand,Region Sjælland,Men,377
45215,2023Q4,Thailand,Region Sjælland,Women,1775
45216,2023Q4,Thailand,Greve,Men,11
45217,2023Q4,Thailand,Greve,Women,113
45218,2023Q4,Thailand,Køge,Men,12
45219,2023Q4,Thailand,Køge,Women,98
45220,2023Q4,Thailand,Lejre,Men,5
45221,2023Q4,Thailand,Lejre,Women,47
45222,2023Q4,Thailand,Roskilde,Men,25
45223,2023Q4,Thailand,Roskilde,Women,116
45224,2023Q4,Thailand,Solrød,Men,9
45225,2023Q4,Thailand,Solrød,Women,44
45226,2023Q4,Thailand,Faxe,Men,22
45227,2023Q4,Thailand,Faxe,Women,98
45228,2023Q4,Thailand,Guldborgsund,Men,28
45229,2023Q4,Thailand,Guldborgsund,Women,171
45230,2023Q4,Thailand,Holbæk,Men,23
45231,2023Q4,Thailand,Holbæk,Women,149
45232,2023Q4,Thailand,Kalundborg,Men,11
45233,2023Q4,Thailand,Kalundborg,Women,107
45234,2023Q4,Thailand,Lolland,Men,13
45235,2023Q4,Thailand,Lolland,Women,106
45236,2023Q4,Thailand,Næstved,Men,37
45237,2023Q4,Thailand,Næstved,Women,216
45238,2023Q4,Thailand,Odsherred,Men,11
45239,2023Q4,Thailand,Odsherred,Women,89
45240,2023Q4,Thailand,Ringsted,Men,10
45241,2023Q4,Thailand,Ringsted,Women,71
45242,2023Q4,Thailand,Slagelse,Men,20
45243,2023Q4,Thailand,Slagelse,Women,141
45244,2023Q4,Thailand,Sorø,Men,14
45245,2023Q4,Thailand,Sorø,Women,49
45246,2023Q4,Thailand,Stevns,Men,5
45247,2023Q4,Thailand,Stevns,Women,54
45248,2023Q4,Thailand,Vordingborg,Men,121
45249,2023Q4,Thailand,Vordingborg,Women,106
45250,2023Q4,Thailand,Region Syddanmark,Men,320
45251,2023Q4,Thailand,Region Syddanmark,Women,1870
45252,2023Q4,Thailand,Assens,Men,5
45253,2023Q4,Thailand,Assens,Women,53
45254,2023Q4,Thailand,Faaborg-Midtfyn,Men,7
45255,2023Q4,Thailand,Faaborg-Midtfyn,Women,80
45256,2023Q4,Thailand,Kerteminde,Men,7
45257,2023Q4,Thailand,Kerteminde,Women,45
45258,2023Q4,Thailand,Langeland,Men,1
45259,2023Q4,Thailand,Langeland,Women,12
45260,2023Q4,Thailand,Middelfart,Men,6
45261,2023Q4,Thailand,Middelfart,Women,52
45262,2023Q4,Thailand,Nordfyns,Men,5
45263,2023Q4,Thailand,Nordfyns,Women,53
45264,2023Q4,Thailand,Nyborg,Men,7
45265,2023Q4,Thailand,Nyborg,Women,46
45266,2023Q4,Thailand,Odense,Men,65
45267,2023Q4,Thailand,Odense,Women,238
45268,2023Q4,Thailand,Svendborg,Men,7
45269,2023Q4,Thailand,Svendborg,Women,75
45270,2023Q4,Thailand,Ærø,Men,1
45271,2023Q4,Thailand,Ærø,Women,12
45272,2023Q4,Thailand,Billund,Men,16
45273,2023Q4,Thailand,Billund,Women,67
45274,2023Q4,Thailand,Esbjerg,Men,30
45275,2023Q4,Thailand,Esbjerg,Women,200
45276,2023Q4,Thailand,Fanø,Men,0
45277,2023Q4,Thailand,Fanø,Women,3
45278,2023Q4,Thailand,Fredericia,Men,25
45279,2023Q4,Thailand,Fredericia,Women,86
45280,2023Q4,Thailand,Haderslev,Men,13
45281,2023Q4,Thailand,Haderslev,Women,81
45282,2023Q4,Thailand,Kolding,Men,22
45283,2023Q4,Thailand,Kolding,Women,140
45284,2023Q4,Thailand,Sønderborg,Men,11
45285,2023Q4,Thailand,Sønderborg,Women,85
45286,2023Q4,Thailand,Tønder,Men,9
45287,2023Q4,Thailand,Tønder,Women,49
45288,2023Q4,Thailand,Varde,Men,8
45289,2023Q4,Thailand,Varde,Women,53
45290,2023Q4,Thailand,Vejen,Men,6
45291,2023Q4,Thailand,Vejen,Women,81
45292,2023Q4,Thailand,Vejle,Men,53
45293,2023Q4,Thailand,Vejle,Women,267
45294,2023Q4,Thailand,Aabenraa,Men,16
45295,2023Q4,Thailand,Aabenraa,Women,92
45296,2023Q4,Thailand,Region Midtjylland,Men,459
45297,2023Q4,Thailand,Region Midtjylland,Women,2296
45298,2023Q4,Thailand,Favrskov,Men,16
45299,2023Q4,Thailand,Favrskov,Women,78
45300,2023Q4,Thailand,Hedensted,Men,20
45301,2023Q4,Thailand,Hedensted,Women,96
45302,2023Q4,Thailand,Horsens,Men,33
45303,2023Q4,Thailand,Horsens,Women,167
45304,2023Q4,Thailand,Norddjurs,Men,5
45305,2023Q4,Thailand,Norddjurs,Women,70
45306,2023Q4,Thailand,Odder,Men,9
45307,2023Q4,Thailand,Odder,Women,33
45308,2023Q4,Thailand,Randers,Men,34
45309,2023Q4,Thailand,Randers,Women,185
45310,2023Q4,Thailand,Samsø,Men,1
45311,2023Q4,Thailand,Samsø,Women,3
45312,2023Q4,Thailand,Silkeborg,Men,22
45313,2023Q4,Thailand,Silkeborg,Women,144
45314,2023Q4,Thailand,Skanderborg,Men,12
45315,2023Q4,Thailand,Skanderborg,Women,77
45316,2023Q4,Thailand,Syddjurs,Men,17
45317,2023Q4,Thailand,Syddjurs,Women,94
45318,2023Q4,Thailand,Aarhus,Men,141
45319,2023Q4,Thailand,Aarhus,Women,549
45320,2023Q4,Thailand,Herning,Men,31
45321,2023Q4,Thailand,Herning,Women,162
45322,2023Q4,Thailand,Holstebro,Men,38
45323,2023Q4,Thailand,Holstebro,Women,110
45324,2023Q4,Thailand,Ikast-Brande,Men,14
45325,2023Q4,Thailand,Ikast-Brande,Women,79
45326,2023Q4,Thailand,Lemvig,Men,3
45327,2023Q4,Thailand,Lemvig,Women,54
45328,2023Q4,Thailand,Ringkøbing-Skjern,Men,29
45329,2023Q4,Thailand,Ringkøbing-Skjern,Women,119
45330,2023Q4,Thailand,Skive,Men,10
45331,2023Q4,Thailand,Skive,Women,75
45332,2023Q4,Thailand,Struer,Men,4
45333,2023Q4,Thailand,Struer,Women,41
45334,2023Q4,Thailand,Viborg,Men,20
45335,2023Q4,Thailand,Viborg,Women,160
45336,2023Q4,Thailand,Region Nordjylland,Men,196
45337,2023Q4,Thailand,Region Nordjylland,Women,1163
45338,2023Q4,Thailand,Brønderslev,Men,12
45339,2023Q4,Thailand,Brønderslev,Women,52
45340,2023Q4,Thailand,Frederikshavn,Men,19
45341,2023Q4,Thailand,Frederikshavn,Women,126
45342,2023Q4,Thailand,Hjørring,Men,17
45343,2023Q4,Thailand,Hjørring,Women,88
45344,2023Q4,Thailand,Jammerbugt,Men,12
45345,2023Q4,Thailand,Jammerbugt,Women,82
45346,2023Q4,Thailand,Læsø,Men,1
45347,2023Q4,Thailand,Læsø,Women,3
45348,2023Q4,Thailand,Mariagerfjord,Men,5
45349,2023Q4,Thailand,Mariagerfjord,Women,100
45350,2023Q4,Thailand,Morsø,Men,3
45351,2023Q4,Thailand,Morsø,Women,38
45352,2023Q4,Thailand,Rebild,Men,6
45353,2023Q4,Thailand,Rebild,Women,48
45354,2023Q4,Thailand,Thisted,Men,17
45355,2023Q4,Thailand,Thisted,Women,116
45356,2023Q4,Thailand,Vesthimmerlands,Men,12
45357,2023Q4,Thailand,Vesthimmerlands,Women,70
45358,2023Q4,Thailand,Aalborg,Men,92
45359,2023Q4,Thailand,Aalborg,Women,440
45360,2023Q4,Trucial Oman,All Denmark,Men,0
45361,2023Q4,Trucial Oman,All Denmark,Women,0
45362,2023Q4,Trucial Oman,Region Hovedstaden,Men,0
45363,2023Q4,Trucial Oman,Region Hovedstaden,Women,0
45364,2023Q4,Trucial Oman,Copenhagen,Men,0
45365,2023Q4,Trucial Oman,Copenhagen,Women,0
45366,2023Q4,Trucial Oman,Frederiksberg,Men,0
45367,2023Q4,Trucial Oman,Frederiksberg,Women,0
45368,2023Q4,Trucial Oman,Dragør,Men,0
45369,2023Q4,Trucial Oman,Dragør,Women,0
45370,2023Q4,Trucial Oman,Tårnby,Men,0
45371,2023Q4,Trucial Oman,Tårnby,Women,0
45372,2023Q4,Trucial Oman,Albertslund,Men,0
45373,2023Q4,Trucial Oman,Albertslund,Women,0
45374,2023Q4,Trucial Oman,Ballerup,Men,0
45375,2023Q4,Trucial Oman,Ballerup,Women,0
45376,2023Q4,Trucial Oman,Brøndby,Men,0
45377,2023Q4,Trucial Oman,Brøndby,Women,0
45378,2023Q4,Trucial Oman,Gentofte,Men,0
45379,2023Q4,Trucial Oman,Gentofte,Women,0
45380,2023Q4,Trucial Oman,Gladsaxe,Men,0
45381,2023Q4,Trucial Oman,Gladsaxe,Women,0
45382,2023Q4,Trucial Oman,Glostrup,Men,0
45383,2023Q4,Trucial Oman,Glostrup,Women,0
45384,2023Q4,Trucial Oman,Herlev,Men,0
45385,2023Q4,Trucial Oman,Herlev,Women,0
45386,2023Q4,Trucial Oman,Hvidovre,Men,0
45387,2023Q4,Trucial Oman,Hvidovre,Women,0
45388,2023Q4,Trucial Oman,Høje-Taastrup,Men,0
45389,2023Q4,Trucial Oman,Høje-Taastrup,Women,0
45390,2023Q4,Trucial Oman,Ishøj,Men,0
45391,2023Q4,Trucial Oman,Ishøj,Women,0
45392,2023Q4,Trucial Oman,Lyngby-Taarbæk,Men,0
